Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Burrows In,Burrows Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
96,87,155,Cory,Kohm,male,41,MT,US,00:00:00,03:19:00,03:22:00,05:39:00,05:46:00,09:10:00,09:44:00,13:14:00,13:21:00,14:11:00,14:14:00,15:56:00,16:34:00,20:19:00,20:36:00,23:12:00,23:57:00,28:41:00,28:53:00,29:53:00,30:08:00,34:20:00,34:28:00,36:23:00,36:45:00,40:07:00,40:49:00,45:45:40
97,10,22,Betsy,Kalmeyer,female,55,CO,US,00:00:00,03:10:00,03:15:00,05:32:00,05:36:00,08:34:00,08:49:00,11:11:00,11:15:00,12:00:00,12:04:00,13:39:00,14:03:00,18:17:00,19:31:00,22:11:00,24:18:00,28:33:00,28:49:00,29:57:00,30:17:00,34:30:00,34:48:00,36:52:00,36:54:00,40:28:00,41:04:00,45:50:25
98,88,169,Dan,Meyers,male,59,CA,US,00:00:00,03:40:00,03:42:00,06:25:00,06:28:00,10:02:00,10:25:00,12:55:00,12:58:00,13:58:00,14:06:00,16:06:00,16:23:00,20:06:00,20:17:00,23:12:00,24:42:00,28:56:00,29:05:00,30:17:00,30:34:00,34:49:00,34:53:00,36:51:00,37:02:00,40:21:00,40:37:00,46:00:00
99,89,192,Gregory,Trapp,male,53,OH,US,00:00:00,03:59:00,04:06:00,07:06:00,07:15:00,10:59:00,11:11:00,14:14:00,14:19:00,15:27:00,15:35:00,17:56:00,18:25:00,23:22:00,23:24:00,25:39:00,25:51:00,30:31:00,30:39:00,31:41:00,31:59:00,36:09:00,36:16:00,38:08:00,38:16:00,41:41:00,41:50:00,46:01:51
100,90,161,Miles,Lilly,male,49,OR,US,00:00:00,04:04:00,04:06:00,06:52:00,07:00:00,10:37:00,10:39:00,13:54:00,14:01:00,15:06:00,15:12:00,17:12:00,17:29:00,21:42:00,21:55:00,24:52:00,25:13:00,30:03:00,30:09:00,31:13:00,31:33:00,35:47:00,35:54:00,37:42:00,37:55:00,41:24:00,41:37:00,46:19:01
101,91,154,John,Koester,male,66,CA,US,00:00:00,03:58:00,04:02:00,06:52:00,06:59:00,10:30:00,11:04:00,14:00:00,14:08:00,15:20:00,15:25:00,17:36:00,18:00:00,22:03:00,22:17:00,24:50:00,25:29:00,30:23:00,30:35:00,31:48:00,32:11:00,36:13:00,36:21:00,38:07:00,38:25:00,41:54:00,42:04:00,46:37:50
102,92,38,Ken,Ward,male,59,OR,US,00:00:00,03:35:00,03:38:00,06:16:00,06:29:00,10:15:00,10:29:00,13:32:00,13:40:00,14:31:00,14:37:00,16:20:00,16:50:00,20:37:00,20:51:00,23:42:00,24:12:00,29:01:00,29:11:00,30:19:00,30:52:00,35:17:00,35:26:00,37:21:00,37:39:00,41:12:00,41:37:00,46:39:10
103,93,167,Ryan,McDermott,male,40,UT,US,00:00:00,03:30:00,03:33:00,05:54:00,05:59:00,09:23:00,09:34:00,12:13:00,12:17:00,13:06:00,13:09:00,15:00:00,15:24:00,19:33:00,19:53:00,22:55:00,23:32:00,28:44:00,28:57:00,30:19:00,31:04:00,35:24:00,35:28:00,37:24:00,37:40:00,41:01:00,41:29:00,46:40:51
104,94,134,Bj,Haeck,male,46,CA,US,00:00:00,03:28:00,03:31:00,06:02:00,06:08:00,09:55:00,10:14:00,13:28:00,13:35:00,14:25:00,14:31:00,16:20:00,16:42:00,20:50:00,21:01:00,23:47:00,24:05:00,29:11:00,29:21:00,30:30:00,30:51:00,35:34:00,35:45:00,37:42:00,38:01:00,41:46:00,41:59:00,46:42:43
105,95,49,Jonathan,Shark,male,37,WA,US,00:00:00,03:42:00,03:46:00,06:25:00,06:33:00,10:17:00,10:35:00,13:44:00,13:50:00,14:44:00,14:51:00,16:44:00,17:05:00,21:14:00,21:21:00,24:01:00,24:17:00,29:36:00,29:43:00,30:54:00,31:24:00,35:41:00,35:50:00,37:49:00,38:00:00,41:36:00,41:55:00,46:47:40
106,11,185,Ellen,Silva,female,32,NM,US,00:00:00,04:09:00,04:16:00,07:09:00,07:13:00,10:59:00,11:08:00,14:02:00,14:07:00,15:18:00,15:19:00,17:12:00,17:35:00,21:18:00,21:31:00,24:01:00,24:17:00,29:04:00,29:07:00,30:15:00,30:39:00,35:04:00,35:07:00,37:04:00,37:12:00,41:02:00,41:10:00,47:02:21
107,96,140,Andrew,Hewat,male,53,,AU,00:00:00,03:32:00,03:34:00,06:12:00,06:17:00,09:49:00,10:08:00,13:11:00,13:13:00,14:02:00,14:03:00,15:56:00,16:23:00,20:30:00,20:40:00,23:22:00,24:07:00,29:41:00,29:45:00,30:57:00,31:08:00,36:03:00,36:06:00,37:54:00,38:04:00,41:41:00,42:07:00,47:09:50
108,12,39,Barbara,Olmer,female,40,CO,US,00:00:00,03:29:00,03:32:00,06:01:00,06:02:00,09:33:00,09:43:00,12:20:00,12:28:00,13:21:00,13:21:00,15:14:00,15:36:00,19:37:00,19:58:00,22:39:00,23:13:00,28:44:00,29:10:00,30:27:00,31:02:00,35:25:00,35:29:00,37:18:00,37:38:00,41:17:00,41:44:00,47:28:47
109,97,40,Scott,Olmer,male,45,CO,US,00:00:00,03:29:00,03:32:00,06:01:00,06:07:00,09:33:00,09:43:00,12:25:00,12:27:00,13:23:00,13:27:00,15:16:00,15:36:00,19:40:00,19:58:00,22:40:00,23:14:00,28:51:00,29:10:00,30:26:00,31:02:00,35:25:00,35:29:00,37:20:00,37:38:00,41:25:00,41:45:00,47:28:49
110,98,153,Dmitriy,Kernasovskiy,male,33,CA,US,00:00:00,03:56:00,04:01:00,06:52:00,06:56:00,10:34:00,10:51:00,13:36:00,13:41:00,14:40:00,14:45:00,16:37:00,17:01:00,21:04:00,21:22:00,24:25:00,24:53:00,30:11:00,30:19:00,31:33:00,31:48:00,35:54:00,36:04:00,38:05:00,38:24:00,42:15:00,42:36:00,47:44:01
111,13,124,Andrea,Feucht,female,42,CA,US,00:00:00,03:48:00,03:51:00,06:38:00,06:40:00,10:10:00,10:10:00,13:07:00,13:11:00,14:18:00,14:28:00,16:20:00,16:53:00,21:18:00,21:32:00,24:15:00,24:40:00,29:47:00,29:58:00,31:02:00,31:22:00,35:41:00,36:00:00,37:49:00,38:02:00,42:09:00,42:45:00,47:44:47
112,99,25,Kristen,Kern,male,51,NM,US,00:00:00,03:21:00,03:26:00,05:45:00,05:51:00,09:07:00,09:57:00,12:49:00,12:54:00,13:43:00,13:48:00,15:35:00,18:14:00,23:26:00,23:34:00,26:08:00,27:34:00,32:05:00,32:17:00,33:18:00,33:50:00,38:04:00,38:09:00,40:05:00,40:21:00,43:27:00,43:37:00,47:45:03
113,100,174,Kotaro,Oikawa,male,36,,JP,00:00:00,03:00:00,03:03:00,05:06:00,05:09:00,08:03:00,08:09:00,10:54:00,11:00:00,11:41:00,11:43:00,13:11:00,13:25:00,19:32:00,20:30:00,25:21:00,25:27:00,31:07:00,31:09:00,32:10:00,32:35:00,36:53:00,36:55:00,38:44:00,38:49:00,43:33:00,43:42:00,48:25:30
114,14,37,Liz,Bauer,female,57,SC,US,00:00:00,04:02:00,04:03:00,06:55:00,06:55:00,10:57:00,11:00:00,14:13:00,14:16:00,15:27:00,15:35:00,17:56:00,18:25:00,23:24:00,23:26:00,26:05:00,26:19:00,32:16:00,32:16:00,33:41:00,33:56:00,38:33:00,38:36:00,40:27:00,40:36:00,43:39:00,43:45:00,48:30:00
115,101,143,John,Horns,male,53,MN,US,00:00:00,03:15:00,03:17:00,05:22:00,05:26:00,08:24:00,08:38:00,11:07:00,11:09:00,11:57:00,12:00:00,13:32:00,13:57:00,17:24:00,17:42:00,19:57:00,20:25:00,24:36:00,24:53:00,25:49:00,26:13:00,30:34:00,30:44:00,32:38:00,33:31:00,38:11:00,38:11:00,""
116,102,43,Robert,Andrulis,male,48,AZ,US,00:00:00,03:58:00,04:00:00,05:48:00,05:48:00,11:53:00,12:09:00,15:08:00,15:14:00,16:28:00,16:40:00,18:57:00,19:31:00,23:43:00,23:48:00,26:30:00,26:49:00,32:00:00,32:06:00,33:19:00,33:45:00,37:51:00,37:53:00,39:48:00,39:53:00,44:37:00,"",""
117,103,47,Bob,Combs,male,49,CO,US,00:00:00,03:29:00,03:32:00,06:02:00,06:06:00,10:16:00,10:25:00,13:44:00,13:48:00,14:43:00,14:45:00,16:59:00,17:37:00,22:55:00,23:11:00,26:22:00,27:12:00,32:20:00,32:24:00,33:43:00,34:13:00,38:28:00,38:29:00,40:31:00,40:50:00,"","",""
118,104,113,David,Brown,male,37,TX,US,00:00:00,03:21:00,03:24:00,06:10:00,06:14:00,10:06:00,10:20:00,13:34:00,13:40:00,14:44:00,14:51:00,16:34:00,16:55:00,21:07:00,21:21:00,24:07:00,25:37:00,31:19:00,31:21:00,32:41:00,33:10:00,37:53:00,37:58:00,40:30:00,41:03:00,"","",""
119,105,197,Matthew,Watts,male,59,CO,US,00:00:00,03:49:00,03:57:00,07:05:00,07:06:00,11:45:00,11:56:00,15:24:00,15:26:00,17:06:00,17:13:00,19:44:00,20:01:00,24:22:00,24:29:00,27:11:00,27:15:00,32:57:00,32:57:00,33:45:00,34:16:00,38:53:00,38:56:00,41:48:00,41:48:00,"","",""
120,106,194,Matthew,Van Horn,male,45,UT,US,00:00:00,02:37:00,02:37:00,04:21:00,04:29:00,07:11:00,07:20:00,09:39:00,09:45:00,10:22:00,10:24:00,11:41:00,11:54:00,15:09:00,15:14:00,17:33:00,18:25:00,23:31:00,25:03:00,26:10:00,26:30:00,"","","","","","",""
121,107,164,Glenn,Mackie,male,54,TX,US,00:00:00,02:58:00,03:00:00,05:05:00,05:07:00,08:01:00,08:11:00,10:34:00,10:35:00,11:24:00,11:25:00,12:57:00,13:05:00,16:09:00,16:15:00,18:46:00,19:22:00,25:03:00,25:08:00,26:29:00,26:43:00,"","","","","","",""
122,108,46,Steve,Ansell,male,47,CA,US,00:00:00,03:51:00,03:55:00,06:34:00,06:38:00,10:14:00,10:15:00,13:39:00,13:45:00,14:36:00,14:42:00,16:34:00,16:57:00,21:41:00,21:57:00,24:51:00,25:24:00,31:22:00,31:28:00,32:57:00,32:57:00,"","","","","","",""
123,109,111,Steve,Bremner,male,61,CO,US,00:00:00,03:15:00,03:17:00,05:45:00,05:59:00,09:49:00,10:08:00,13:11:00,13:13:00,14:16:00,14:17:00,16:18:00,16:43:00,21:58:00,22:10:00,24:58:00,25:39:00,31:55:00,32:03:00,33:27:00,33:48:00,"","","","","","",""
124,110,146,Randy,Isler,male,59,NM,US,00:00:00,03:09:00,03:12:00,05:21:00,05:25:00,08:17:00,08:23:00,10:45:00,10:49:00,11:35:00,11:39:00,13:24:00,13:40:00,20:04:00,22:08:00,25:32:00,26:29:00,31:22:00,31:22:00,"","","","","","","","",""
125,15,127,Susan,Gardner,female,52,NM,US,00:00:00,04:00:00,04:03:00,06:57:00,07:05:00,10:58:00,11:05:00,13:54:00,13:59:00,15:04:00,15:09:00,17:13:00,17:27:00,21:34:00,21:45:00,24:56:00,25:18:00,31:55:00,31:55:00,"","","","","","","","",""
126,111,44,Chad,Piala,male,39,CO,US,00:00:00,03:29:00,03:32:00,06:06:00,06:15:00,09:46:00,09:58:00,12:44:00,12:47:00,13:39:00,13:43:00,15:27:00,15:55:00,20:16:00,20:48:00,23:46:00,26:29:00,31:27:00,32:10:00,"","","","","","","","",""
127,112,191,Carl,Tippets,male,63,UT,US,00:00:00,03:49:00,03:52:00,06:40:00,06:50:00,10:43:00,10:50:00,13:47:00,13:51:00,14:57:00,14:59:00,17:01:00,17:11:00,21:17:00,21:22:00,24:19:00,24:34:00,32:18:00,32:20:00,"","","","","","","","",""
128,113,181,Thomas,Schnitzius,male,63,CO,US,00:00:00,04:04:00,04:07:00,07:18:00,07:27:00,11:30:00,11:43:00,14:39:00,14:40:00,15:45:00,15:49:00,18:00:00,18:18:00,22:57:00,23:02:00,25:55:00,26:13:00,32:58:00,32:58:00,"","","","","","","","",""
129,114,45,Pat,Homelvig,male,57,CO,US,00:00:00,03:50:00,03:54:00,06:54:00,07:04:00,12:02:00,12:20:00,16:04:00,16:09:00,17:27:00,17:34:00,20:23:00,20:53:00,25:35:00,25:49:00,28:17:00,28:17:00,34:05:00,34:10:00,"","","","","","","","",""
130,115,170,Jim,Milar,male,54,UT,US,00:00:00,04:14:00,04:20:00,08:00:00,08:13:00,12:43:00,13:06:00,15:59:00,16:07:00,17:25:00,17:31:00,19:49:00,20:20:00,24:13:00,24:13:00,27:04:00,27:27:00,33:18:00,34:31:00,"","","","","","","","",""
131,116,166,Tom,Masterson,male,71,CO,US,00:00:00,04:04:00,04:06:00,07:08:00,07:16:00,11:45:00,12:03:00,15:13:00,15:20:00,16:40:00,16:44:00,19:23:00,20:01:00,24:45:00,24:51:00,27:33:00,27:57:00,35:08:00,35:08:00,"","","","","","","","",""
132,117,106,Quintin,Barney,male,57,UT,US,00:00:00,03:44:00,03:48:00,07:01:00,07:06:00,11:31:00,11:40:00,15:01:00,15:06:00,16:16:00,16:24:00,18:43:00,19:19:00,24:57:00,25:09:00,28:05:00,28:05:00,35:22:00,35:22:00,"","","","","","","","",""
133,118,2,Troy,Howard,male,43,CO,US,00:00:00,02:27:00,02:28:00,04:04:00,04:07:00,06:18:00,06:22:00,08:18:00,08:21:00,08:53:00,08:54:00,09:59:00,10:07:00,12:50:00,12:54:00,14:40:00,14:40:00,"","","","","","","","","","",""
134,119,117,Nick,Clark,male,42,CO,US,00:00:00,02:27:00,02:29:00,04:09:00,04:11:00,06:35:00,06:39:00,08:24:00,08:28:00,08:59:00,09:00:00,10:06:00,10:12:00,12:49:00,12:54:00,14:40:00,14:40:00,"","","","","","","","","","",""
135,120,151,Mick,Jurynec,male,38,UT,US,00:00:00,02:36:00,02:37:00,04:22:00,04:28:00,06:55:00,07:00:00,09:11:00,09:14:00,10:00:00,10:02:00,11:19:00,11:33:00,14:42:00,14:44:00,16:48:00,16:48:00,"","","","","","","","","","",""
136,121,104,Chris,Askew,male,45,OR,US,00:00:00,02:56:00,03:00:00,05:04:00,05:05:00,07:43:00,07:48:00,10:27:00,10:32:00,11:17:00,11:24:00,12:44:00,12:58:00,16:26:00,16:38:00,18:41:00,18:41:00,"","","","","","","","","","",""
137,122,107,Brian,Beckstead,male,34,UT,US,00:00:00,03:17:00,03:19:00,05:31:00,05:33:00,08:26:00,08:41:00,11:15:00,11:17:00,11:57:00,12:03:00,13:36:00,14:03:00,18:15:00,18:55:00,21:11:00,23:31:00,"","","","","","","","","","",""
138,123,109,Neil,Blake,male,51,NM,US,00:00:00,03:22:00,03:25:00,05:52:00,05:57:00,09:07:00,09:25:00,12:03:00,12:09:00,13:13:00,13:18:00,15:00:00,15:59:00,20:01:00,20:29:00,23:53:00,23:53:00,"","","","","","","","","","",""
139,124,50,Bogie,Dumitrescu,male,41,CO,US,00:00:00,03:44:00,03:50:00,06:25:00,06:30:00,10:53:00,11:15:00,14:25:00,14:30:00,15:39:00,15:42:00,17:54:00,18:29:00,23:08:00,23:15:00,26:37:00,26:37:00,"","","","","","","","","","",""
140,125,32,Kuni,Yamagata,male,63,CA,US,00:00:00,04:06:00,04:09:00,07:05:00,07:10:00,11:05:00,11:18:00,14:29:00,14:35:00,15:42:00,15:48:00,18:04:00,18:26:00,22:53:00,23:01:00,27:00:00,27:00:00,"","","","","","","","","","",""
141,126,200,John,Wojciechowski,male,43,UT,US,00:00:00,04:04:00,04:08:00,07:16:00,07:27:00,12:37:00,12:59:00,16:55:00,17:00:00,18:11:00,18:24:00,20:51:00,21:05:00,25:31:00,25:40:00,28:34:00,28:34:00,"","","","","","","","","","",""
142,127,131,Joe,Grant,male,33,CO,US,00:00:00,02:21:00,02:22:00,03:54:00,03:55:00,06:04:00,06:06:00,07:59:00,08:02:00,08:32:00,08:34:00,09:40:00,09:53:00,"","","","","","","","","","","","","","",""
143,128,8,Ryan,Kircher,male,36,CO,US,00:00:00,03:07:00,03:10:00,05:12:00,05:15:00,08:11:00,08:17:00,10:45:00,10:51:00,11:34:00,11:39:00,13:24:00,14:10:00,"","","","","","","","","","","","","","",""
144,129,120,Dennis,Drey,male,64,NM,US,00:00:00,03:49:00,03:53:00,06:31:00,06:38:00,10:11:00,10:12:00,12:59:00,13:04:00,13:59:00,14:07:00,16:02:00,17:00:00,"","","","","","","","","","","","","","",""
145,130,125,James,Ficke,male,55,MD,US,00:00:00,03:27:00,03:32:00,06:06:00,06:18:00,09:56:00,10:11:00,13:42:00,13:49:00,14:42:00,14:51:00,16:44:00,17:46:00,"","","","","","","","","","","","","","",""
146,131,138,Vance,Harris,male,57,,IE,00:00:00,03:49:00,03:55:00,07:12:00,07:23:00,12:11:00,12:26:00,16:57:00,17:01:00,18:43:00,18:47:00,20:58:00,21:09:00,"","","","","","","","","","","","","","",""
147,16,201,Allie,Wood,female,55,MT,US,00:00:00,04:44:00,04:48:00,08:39:00,08:45:00,13:41:00,13:48:00,17:48:00,17:55:00,19:13:00,19:14:00,21:35:00,21:35:00,"","","","","","","","","","","","","","",""
148,132,186,Tom,Simonds,male,61,VA,US,00:00:00,03:55:00,04:02:00,07:07:00,07:22:00,12:39:00,13:01:00,17:12:00,17:21:00,18:45:00,19:02:00,21:35:00,21:35:00,"","","","","","","","","","","","","","",""
149,133,199,Craig,Wilson,male,67,ME,US,00:00:00,04:46:00,04:49:00,08:36:00,08:42:00,13:45:00,13:52:00,17:51:00,17:57:00,19:43:00,19:56:00,23:30:00,23:30:00,"","","","","","","","","","","","","","",""
150,134,142,Allan,Holtz,male,66,MN,US,00:00:00,04:46:00,04:49:00,08:31:00,08:54:00,13:56:00,13:58:00,17:54:00,17:59:00,20:20:00,20:25:00,23:30:00,23:30:00,"","","","","","","","","","","","","","",""
151,135,3,Benjamin,Lewis,male,38,UT,US,00:00:00,02:29:00,02:29:00,04:12:00,04:13:00,06:37:00,06:41:00,08:55:00,08:59:00,10:00:00,10:02:00,"","","","","","","","","","","","","","","","",""
152,136,14,Paul,Sweeney,male,50,CA,US,00:00:00,03:21:00,03:25:00,05:47:00,05:51:00,11:03:00,13:32:00,"","","","","","","","","","","","","","","","","","","","",""
